airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,319 320 100
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LYS,Lyon Saint-Exupéry Airport,Lyon,France,100 ER4
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,ER4 319 320 100
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,MAN,Manchester Airport,Manchester,United Kingdom,319 320
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,MIA,Miami International Airport,Miami,United States,332 343
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,MPM,Maputo Airport,Maputo,Mozambique,332 343
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,MRS,Marseille Provence Airport,Marseille,France,ER4 100
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,MUC,Munich Airport,Munich,Germany,320 319
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,MXP,Malpensa International Airport,Milano,Italy,320 319 100
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,NAT,Governador Aluízio Alves International Airport,Natal,Brazil,332
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,NCE,Nice-Côte d'Azur Airport,Nice,France,ER4 100
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,ORY,Paris-Orly Airport,Paris,France,321 319 320 100
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,OSL,Oslo Lufthavn,Oslo,Norway,320
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,OTP,Henri Coandă International Airport,Bucharest,Romania,319
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,PHL,Philadelphia International Airport,Philadelphia,United States,752
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,POA,Salgado Filho Airport,Porto Alegre,Brazil,332
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,PRG,Václav Havel Airport Prague,Prague,Czech Republic,319 320
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,320
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,RAK,Menara Airport,Marrakech,Morocco,319 100
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,REC,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,332
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,SID,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,320
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,332
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,SVQ,Sevilla Airport,Sevilla,Spain,BEH
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,SXF,Berlin-Schönefeld Airport,Berlin,Germany,319 320
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,TLS,Toulouse-Blagnac Airport,Toulouse,France,100 ER4
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,TMS,São Tomé International Airport,Sao Tome,Sao Tome and Principe,313
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,TNG,Ibn Batouta Airport,Tanger,Morocco,BEH
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,VCE,Venice Marco Polo Airport,Venice,Italy,319
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,VCP,Viracopos International Airport,Campinas,Brazil,332
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,VIE,Vienna International Airport,Vienna,Austria,320 319
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,VLC,Valencia Airport,Valencia,Spain,ER4 100
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,320
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,WAW,Warsaw Chopin Airport,Warsaw,Poland,320 319
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,YYZ,Lester B. Pearson International Airport,Toronto,Canada,313
TP,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,ZRH,Zürich Airport,Zurich,Switzerland,320 321 319
TP,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319 320 100
TP,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,100
TP,LYS,Lyon Saint-Exupéry Airport,Lyon,France,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,100 ER4
TP,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,100 ER4 319 320
TP,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,ER4
TP,MAN,Manchester Airport,Manchester,United Kingdom,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319 320
TP,MIA,Miami International Airport,Miami,United States,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,332 343
TP,MPM,Maputo Airport,Maputo,Mozambique,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,332 343
TP,MRS,Marseille Provence Airport,Marseille,France,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,ER4 100
TP,MUC,Munich Airport,Munich,Germany,FAO,Faro Airport,Faro,Portugal,321
TP,MUC,Munich Airport,Munich,Germany,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319 320
TP,MXP,Malpensa International Airport,Milano,Italy,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319 320 100
TP,MXP,Malpensa International Airport,Milano,Italy,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,ER4 100
TP,NAT,Governador Aluízio Alves International Airport,Natal,Brazil,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,332
TP,NCE,Nice-Côte d'Azur Airport,Nice,France,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,ER4 100
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,100 ER4
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,BCN,Barcelona International Airport,Barcelona,Spain,ER4
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,BRU,Brussels Airport,Brussels,Belgium,100 319 ER4
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,CCS,Simón Bolívar International Airport,Caracas,Venezuela,332
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,EWR,Newark Liberty International Airport,Newark,United States,332
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,100
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,FRA,Frankfurt am Main Airport,Frankfurt,Germany,321
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,332
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,GRU,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,332
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,320 319
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,LGW,London Gatwick Airport,London,United Kingdom,320 319
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,100
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,ER4
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,MXP,Malpensa International Airport,Milano,Italy,ER4 100
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,ORY,Paris-Orly Airport,Paris,France,320 319
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,YYZ,Lester B. Pearson International Airport,Toronto,Canada,313
TP,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,ZRH,Zürich Airport,Zurich,Switzerland,320 319
TP,ORY,Paris-Orly Airport,Paris,France,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319 321 320 100
TP,ORY,Paris-Orly Airport,Paris,France,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,320 319
TP,OSL,Oslo Lufthavn,Oslo,Norway,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320
TP,OTP,Henri Coandă International Airport,Bucharest,Romania,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319
TP,PDL,João Paulo II Airport,Ponta Delgada,Portugal,BOS,General Edward Lawrence Logan International Airport,Boston,United States,313
TP,PDL,João Paulo II Airport,Ponta Delgada,Portugal,YYZ,Lester B. Pearson International Airport,Toronto,Canada,313
TP,PHL,Philadelphia International Airport,Philadelphia,United States,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,752
TP,POA,Salgado Filho Airport,Porto Alegre,Brazil,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,332
TP,PRG,Václav Havel Airport Prague,Prague,Czech Republic,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319 320
TP,RAI,Praia International Airport,"Praia, Santiago Island",Cape Verde,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320
TP,RAK,Menara Airport,Marrakech,Morocco,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319 100
TP,REC,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,332
TP,SID,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320
TP,SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,332
TP,SVQ,Sevilla Airport,Sevilla,Spain,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,BEH
TP,SXF,Berlin-Schönefeld Airport,Berlin,Germany,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319 320
TP,TLS,Toulouse-Blagnac Airport,Toulouse,France,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,100 ER4
TP,TMS,São Tomé International Airport,Sao Tome,Sao Tome and Principe,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,313
TP,TNG,Ibn Batouta Airport,Tanger,Morocco,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,BEH
TP,VCE,Venice Marco Polo Airport,Venice,Italy,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319
TP,VCP,Viracopos International Airport,Campinas,Brazil,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,332
TP,VIE,Vienna International Airport,Vienna,Austria,FNC,Madeira Airport,Funchal,Portugal,321
TP,VIE,Vienna International Airport,Vienna,Austria,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320 319
TP,VLC,Valencia Airport,Valencia,Spain,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,ER4 100
TP,VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320
TP,WAW,Warsaw Chopin Airport,Warsaw,Poland,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320 319
TP,YYZ,Lester B. Pearson International Airport,Toronto,Canada,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,313
TP,YYZ,Lester B. Pearson International Airport,Toronto,Canada,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,313
TP,YYZ,Lester B. Pearson International Airport,Toronto,Canada,PDL,João Paulo II Airport,Ponta Delgada,Portugal,313
TP,ZAG,Zagreb Airport,Zagreb,Croatia,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,319 320
TP,ZRH,Zürich Airport,Zurich,Switzerland,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320 321 319
TP,ZRH,Zürich Airport,Zurich,Switzerland,OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,320 319
TR,BDO,Husein Sastranegara International Airport,Bandung,Indonesia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,BKK,Suvarnabhumi Airport,Bangkok,Thailand,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,BLR,Kempegowda International Airport,Bangalore,India,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,CEB,Mactan Cebu International Airport,Cebu,Philippines,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,CNX,Chiang Mai International Airport,Chiang Mai,Thailand,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,COK,Cochin International Airport,Kochi,India,SIN,Singapore Changi Airport,Singapore,Singapore,319
TR,CRK,Diosdado Macapagal International Airport,Angeles City,Philippines,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,HAK,Haikou Meilan International Airport,Haikou,China,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,HAN,Noi Bai International Airport,Hanoi,Vietnam,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,HDY,Hat Yai International Airport,Hat Yai,Thailand,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,HKT,Phuket International Airport,Phuket,Thailand,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,JOG,Adi Sutjipto International Airport,Yogyakarta,Indonesia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,KBV,Krabi Airport,Krabi,Thailand,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,KLO,Kalibo International Airport,Kalibo,Philippines,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,LGK,Langkawi International Airport,Langkawi,Malaysia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,LJG,Lijiang Airport,Lijiang,China,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,MAA,Chennai International Airport,Madras,India,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,MFM,Macau International Airport,Macau,Macau,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,MLE,Malé International Airport,Male,Maldives,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,MNL,Ninoy Aquino International Airport,Manila,Philippines,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,NGB,Ningbo Lishe International Airport,Ninbo,China,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,PEN,Penang International Airport,Penang,Malaysia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,PER,Perth International Airport,Perth,Australia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,PNH,Phnom Penh International Airport,Phnom-penh,Cambodia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,RGN,Yangon International Airport,Yangon,Burma,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,BDO,Husein Sastranegara International Airport,Bandung,Indonesia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,BKK,Suvarnabhumi Airport,Bangkok,Thailand,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,BLR,Kempegowda International Airport,Bangalore,India,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,CEB,Mactan Cebu International Airport,Cebu,Philippines,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,CGK,Soekarno-Hatta International Airport,Jakarta,Indonesia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,CNX,Chiang Mai International Airport,Chiang Mai,Thailand,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,COK,Cochin International Airport,Kochi,India,319
TR,SIN,Singapore Changi Airport,Singapore,Singapore,CRK,Diosdado Macapagal International Airport,Angeles City,Philippines,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,DAC,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,HAK,Haikou Meilan International Airport,Haikou,China,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,HAN,Noi Bai International Airport,Hanoi,Vietnam,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,HDY,Hat Yai International Airport,Hat Yai,Thailand,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,HKT,Phuket International Airport,Phuket,Thailand,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,JOG,Adi Sutjipto International Airport,Yogyakarta,Indonesia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,KBV,Krabi Airport,Krabi,Thailand,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,KLO,Kalibo International Airport,Kalibo,Philippines,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,LGK,Langkawi International Airport,Langkawi,Malaysia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,LJG,Lijiang Airport,Lijiang,China,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,MAA,Chennai International Airport,Madras,India,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,MFM,Macau International Airport,Macau,Macau,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,MLE,Malé International Airport,Male,Maldives,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,MNL,Ninoy Aquino International Airport,Manila,Philippines,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,NGB,Ningbo Lishe International Airport,Ninbo,China,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,PEN,Penang International Airport,Penang,Malaysia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,PER,Perth International Airport,Perth,Australia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,PNH,Phnom Penh International Airport,Phnom-penh,Cambodia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,RGN,Yangon International Airport,Yangon,Burma,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,SUB,Juanda International Airport,Surabaya,Indonesia,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,SZX,Shenzhen Bao'an International Airport,Shenzhen,China,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,TRV,Trivandrum International Airport,Trivandrum,India,320
TR,SIN,Singapore Changi Airport,Singapore,Singapore,TRZ,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,320
TR,SUB,Juanda International Airport,Surabaya,Indonesia,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,SZX,Shenzhen Bao'an International Airport,Shenzhen,China,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,TRV,Trivandrum International Airport,Trivandrum,India,SIN,Singapore Changi Airport,Singapore,Singapore,320
TR,TRZ,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,SIN,Singapore Changi Airport,Singapore,Singapore,320
TS,AGP,Málaga Airport,Malaga,Spain,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,YYC,Calgary International Airport,Calgary,Canada,330
TS,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,YYZ,Lester B. Pearson International Airport,Toronto,Canada,310
TS,ATH,Eleftherios Venizelos International Airport,Athens,Greece,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,330
TS,ATH,Eleftherios Venizelos International Airport,Athens,Greece,YYZ,Lester B. Pearson International Airport,Toronto,Canada,330
TS,AZS,Samaná El Catey International Airport,Samana,Dominican Republic,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,738
TS,BCN,Barcelona International Airport,Barcelona,Spain,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,BCN,Barcelona International Airport,Barcelona,Spain,YYZ,Lester B. Pearson International Airport,Toronto,Canada,310
TS,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,BRU,Brussels Airport,Brussels,Belgium,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,CCC,Jardines Del Rey Airport,Cunagua,Cuba,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,310
TS,CCC,Jardines Del Rey Airport,Cunagua,Cuba,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,CDG,Charles de Gaulle International Airport,Paris,France,YQB,Quebec Jean Lesage International Airport,Quebec,Canada,310
TS,CDG,Charles de Gaulle International Airport,Paris,France,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,330 310
TS,CDG,Charles de Gaulle International Airport,Paris,France,YYZ,Lester B. Pearson International Airport,Toronto,Canada,330
TS,CUN,Cancún International Airport,Cancun,Mexico,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,310
TS,CUN,Cancún International Airport,Cancun,Mexico,YQB,Quebec Jean Lesage International Airport,Quebec,Canada,310
TS,CUN,Cancún International Airport,Cancun,Mexico,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310 330
TS,CUN,Cancún International Airport,Cancun,Mexico,YVR,Vancouver International Airport,Vancouver,Canada,330
TS,CUN,Cancún International Airport,Cancun,Mexico,YYC,Calgary International Airport,Calgary,Canada,330
TS,CUN,Cancún International Airport,Cancun,Mexico,YYZ,Lester B. Pearson International Airport,Toronto,Canada,330 310
TS,DUB,Dublin Airport,Dublin,Ireland,YYZ,Lester B. Pearson International Airport,Toronto,Canada,310
TS,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,330 310
TS,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,YYZ,Lester B. Pearson International Airport,Toronto,Canada,330
TS,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,YYZ,Lester B. Pearson International Airport,Toronto,Canada,738
TS,FRA,Frankfurt am Main Airport,Frankfurt,Germany,YYC,Calgary International Airport,Calgary,Canada,330
TS,GLA,Glasgow International Airport,Glasgow,United Kingdom,YYC,Calgary International Airport,Calgary,Canada,330
TS,GLA,Glasgow International Airport,Glasgow,United Kingdom,YYZ,Lester B. Pearson International Airport,Toronto,Canada,310
TS,HOG,Frank Pais International Airport,Holguin,Cuba,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,330
TS,HOG,Frank Pais International Airport,Holguin,Cuba,YYZ,Lester B. Pearson International Airport,Toronto,Canada,738
TS,LGW,London Gatwick Airport,London,United Kingdom,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,LGW,London Gatwick Airport,London,United Kingdom,YVR,Vancouver International Airport,Vancouver,Canada,330
TS,LGW,London Gatwick Airport,London,United Kingdom,YYC,Calgary International Airport,Calgary,Canada,330
TS,LGW,London Gatwick Airport,London,United Kingdom,YYZ,Lester B. Pearson International Airport,Toronto,Canada,330
TS,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,YYZ,Lester B. Pearson International Airport,Toronto,Canada,310
TS,LRM,Casa De Campo International Airport,La Romana,Dominican Republic,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,310
TS,LYS,Lyon Saint-Exupéry Airport,Lyon,France,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,310
TS,MAN,Manchester Airport,Manchester,United Kingdom,YVR,Vancouver International Airport,Vancouver,Canada,330
TS,MAN,Manchester Airport,Manchester,United Kingdom,YYC,Calgary International Airport,Calgary,Canada,330
TS,MAN,Manchester Airport,Manchester,United Kingdom,YYZ,Lester B. Pearson International Airport,Toronto,Canada,330 310
TS,MBJ,Sangster International Airport,Montego Bay,Jamaica,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,310
TS,MBJ,Sangster International Airport,Montego Bay,Jamaica,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,738
TS,MBJ,Sangster International Airport,Montego Bay,Jamaica,YYZ,Lester B. Pearson International Airport,Toronto,Canada,738 310
TS,MCO,Orlando International Airport,Orlando,United States,YHZ,Halifax / Stanfield International Airport,Halifax,Canada,310
