airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment,flight
Air_India,GRZ,Graz Airport,Graz,Austria,STR,Stuttgart Airport,Stuttgart,Germany,DH4,AI-868
Air_India,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,VIE,Vienna International Airport,Vienna,Austria,F70 319 100,AI-636
Air_India,GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,VIE,Vienna International Airport,Vienna,Austria,319,AI-678
Air_India,HAJ,Hannover Airport,Hannover,Germany,VIE,Vienna International Airport,Vienna,Austria,319,AI-665
Air_India,HAM,Hamburg Airport,Hamburg,Germany,KLU,Klagenfurt Airport,Klagenfurt,Austria,319 CRJ,AI-887
GO_FIRST,HAM,Hamburg Airport,Hamburg,Germany,VIE,Vienna International Airport,Vienna,Austria,319 320 321 CRJ,G8-338
GO_FIRST,HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,VIE,Vienna International Airport,Vienna,Austria,320,G8-334
GO_FIRST,HRG,Hurghada International Airport,Hurghada,Egypt,VIE,Vienna International Airport,Vienna,Austria,319,G8-530
GO_FIRST,HRK,Kharkiv International Airport,Kharkov,Ukraine,VIE,Vienna International Airport,Vienna,Austria,F70,G8-2501
Indigo,IAD,Washington Dulles International Airport,Washington,United States,VIE,Vienna International Airport,Vienna,Austria,763,6E-5031
AirAsia,IAS,Iaşi Airport,Iasi,Romania,VIE,Vienna International Airport,Vienna,Austria,DH4,I5-783
Air_India,IKA,Imam Khomeini International Airport,Tehran,Iran,VIE,Vienna International Airport,Vienna,Austria,320 319,AI-429
Air_India,INN,Innsbruck Airport,Innsbruck,Austria,FRA,Frankfurt am Main Airport,Frankfurt,Germany,DH4,AI-865
Air_India,IST,Atatürk International Airport,Istanbul,Turkey,VIE,Vienna International Airport,Vienna,Austria,320 100 319,AI-879
Vistara,JFK,John F Kennedy International Airport,New York,United States,VIE,Vienna International Airport,Vienna,Austria,772,UK-953
Indigo,JTR,Santorini Airport,Thira,Greece,VIE,Vienna International Airport,Vienna,Austria,F70,6.00E-171
Air_India,KBP,Boryspil International Airport,Kiev,Ukraine,VIE,Vienna International Airport,Vienna,Austria,E90 F70 100 73G 735,AI-540
Vistara,KIV,Chişinău International Airport,Chisinau,Moldova,VIE,Vienna International Airport,Vienna,Austria,100 DH4,UK-933
Indigo,KLU,Klagenfurt Airport,Klagenfurt,Austria,CGN,Cologne Bonn Airport,Cologne,Germany,CRJ,6E-2338
Air_India,KLU,Klagenfurt Airport,Klagenfurt,Austria,HAM,Hamburg Airport,Hamburg,Germany,319 CRJ,AI-469
Air_India,KLU,Klagenfurt Airport,Klagenfurt,Austria,TXL,Berlin-Tegel Airport,Berlin,Germany,319 CRJ,AI-483
Air_India,KRK,Kraków John Paul II International Airport,Krakow,Poland,VIE,Vienna International Airport,Vienna,Austria,F70 DH4,AI-504
Indigo,KRR,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,VIE,Vienna International Airport,Vienna,Austria,100 F70 319,6.00E-171
Vistara,KSC,Košice Airport,Kosice,Slovakia,VIE,Vienna International Airport,Vienna,Austria,100 DH4,UK-981
Vistara,LCA,Larnaca International Airport,Larnaca,Cyprus,VIE,Vienna International Airport,Vienna,Austria,320 321,UK-955
Vistara,LED,Pulkovo Airport,St. Petersburg,Russia,VIE,Vienna International Airport,Vienna,Austria,100 F70,UK-941
Vistara,LEJ,Leipzig/Halle Airport,Leipzig,Germany,VIE,Vienna International Airport,Vienna,Austria,DH4,UK-975
Vistara,LHR,London Heathrow Airport,London,United Kingdom,VIE,Vienna International Airport,Vienna,Austria,321 320,UK-975
Vistara,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,VIE,Vienna International Airport,Vienna,Austria,320 319,UK-953
Vistara,LJU,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,VIE,Vienna International Airport,Vienna,Austria,CR9 CR2,UK-953
Indigo,LNZ,Linz Hörsching Airport,Linz,Austria,DUS,Düsseldorf Airport,Duesseldorf,Germany,DH4,6E-2032
Vistara,LNZ,Linz Hörsching Airport,Linz,Austria,FRA,Frankfurt am Main Airport,Frankfurt,Germany,E90 CR7,UK-985
Vistara,LPA,Gran Canaria Airport,Gran Canaria,Spain,VIE,Vienna International Airport,Vienna,Austria,320,UK-977
Vistara,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,VIE,Vienna International Airport,Vienna,Austria,DH4,UK-951
Vistara,LWO,Lviv International Airport,Lvov,Ukraine,VIE,Vienna International Airport,Vienna,Austria,DH4,UK-995
Vistara,LYS,Lyon Saint-Exupéry Airport,Lyon,France,VIE,Vienna International Airport,Vienna,Austria,DH4 F70,UK-993
Vistara,MLA,Malta International Airport,Malta,Malta,VIE,Vienna International Airport,Vienna,Austria,319 320,UK-927
Vistara,MSQ,Minsk National Airport,Minsk 2,Belarus,VIE,Vienna International Airport,Vienna,Austria,F70 100 320 319 321,UK-945
Vistara,MUC,Munich Airport,Munich,Germany,GRZ,Graz Airport,Graz,Austria,CR9 CR7,UK-995
Vistara,MUC,Munich Airport,Munich,Germany,VIE,Vienna International Airport,Vienna,Austria,E95 320 319 100 CR9 F70,UK-927
Vistara,MXP,Malpensa International Airport,Milano,Italy,VIE,Vienna International Airport,Vienna,Austria,320 319 100,UK-933
Vistara,NAP,Naples International Airport,Naples,Italy,VIE,Vienna International Airport,Vienna,Austria,321,UK-933
Air_India,NCE,Nice-Côte d'Azur Airport,Nice,France,VIE,Vienna International Airport,Vienna,Austria,100 320 DH4 F70 321,AI-807
GO_FIRST,NRT,Narita International Airport,Tokyo,Japan,VIE,Vienna International Airport,Vienna,Austria,772,G8-113
Indigo,ODS,Odessa International Airport,Odessa,Ukraine,VIE,Vienna International Airport,Vienna,Austria,E90,6E-2046
Indigo,OLB,Olbia Costa Smeralda Airport,Olbia,Italy,VIE,Vienna International Airport,Vienna,Austria,320,6E-6278
Vistara,ORD,Chicago O'Hare International Airport,Chicago,United States,VIE,Vienna International Airport,Vienna,Austria,763,UK-981
Vistara,OSL,Oslo Lufthavn,Oslo,Norway,VIE,Vienna International Airport,Vienna,Austria,319 100 F70,UK-981
Vistara,OTP,Henri Coandă International Airport,Bucharest,Romania,VIE,Vienna International Airport,Vienna,Austria,320 319 100 321,UK-963
Vistara,PEK,Beijing Capital International Airport,Beijing,China,VIE,Vienna International Airport,Vienna,Austria,763 767,UK-943
Vistara,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,VIE,Vienna International Airport,Vienna,Austria,319,UK-963
Vistara,PMO,Falcone–Borsellino Airport,Palermo,Italy,VIE,Vienna International Airport,Vienna,Austria,F70,UK-943
Vistara,PRG,Václav Havel Airport Prague,Prague,Czech Republic,VIE,Vienna International Airport,Vienna,Austria,100 DH4 F70,UK-955
Vistara,PRN,Priština International Airport,Pristina,Serbia,VIE,Vienna International Airport,Vienna,Austria,100 319,UK-941
Vistara,RHO,Diagoras Airport,Rhodos,Greece,VIE,Vienna International Airport,Vienna,Austria,320,UK-955
Vistara,RIX,Riga International Airport,Riga,Latvia,VIE,Vienna International Airport,Vienna,Austria,73C 735 DH4,UK-941
Air_India,ROV,Platov International Airport,Rostov,Russia,VIE,Vienna International Airport,Vienna,Austria,F70 100,AI-502
Air_India,SBZ,Sibiu International Airport,Sibiu,Romania,VIE,Vienna International Airport,Vienna,Austria,DH4,AI-889
AirAsia,SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,VIE,Vienna International Airport,Vienna,Austria,100 320 319,I5-784
Vistara,SKG,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,VIE,Vienna International Airport,Vienna,Austria,320 100,UK-985
Vistara,SKP,Skopje Alexander the Great Airport,Skopje,Macedonia,VIE,Vienna International Airport,Vienna,Austria,F70 320 100,UK-985
Vistara,SOF,Sofia Airport,Sofia,Bulgaria,VIE,Vienna International Airport,Vienna,Austria,319 100 320 321 F70,UK-977
Vistara,SPU,Split Airport,Split,Croatia,VIE,Vienna International Airport,Vienna,Austria,DH4 320 319,UK-977
Indigo,STR,Stuttgart Airport,Stuttgart,Germany,GRZ,Graz Airport,Graz,Austria,DH4,6E-398
Vistara,STR,Stuttgart Airport,Stuttgart,Germany,VIE,Vienna International Airport,Vienna,Austria,319 100 F70 320 DH4 CRJ,UK-829
SpiceJet,SUF,Lamezia Terme Airport,Lamezia,Italy,VIE,Vienna International Airport,Vienna,Austria,320,SG-8903
SpiceJet,SZG,Salzburg Airport,Salzburg,Austria,CGN,Cologne Bonn Airport,Cologne,Germany,319,SG-8187
Vistara,SZG,Salzburg Airport,Salzburg,Austria,FRA,Frankfurt am Main Airport,Frankfurt,Germany,100,UK-859
Vistara,TBS,Tbilisi International Airport,Tbilisi,Georgia,VIE,Vienna International Airport,Vienna,Austria,735,UK-829
Vistara,TFS,Tenerife South Airport,Tenerife,Spain,VIE,Vienna International Airport,Vienna,Austria,320,UK-829
Vistara,TGD,Podgorica Airport,Podgorica,Montenegro,VIE,Vienna International Airport,Vienna,Austria,100 DH4,UK-879
Vistara,TIA,Tirana International Airport Mother Teresa,Tirana,Albania,VIE,Vienna International Airport,Vienna,Austria,100 320,UK-899
Air_India,TLV,Ben Gurion International Airport,Tel-aviv,Israel,VIE,Vienna International Airport,Vienna,Austria,321,AI-453
Air_India,TSE,Astana International Airport,Tselinograd,Kazakhstan,VIE,Vienna International Airport,Vienna,Austria,321 320,AI-453
Vistara,TXL,Berlin-Tegel Airport,Berlin,Germany,KLU,Klagenfurt Airport,Klagenfurt,Austria,319 CRJ,UK-871
Vistara,TXL,Berlin-Tegel Airport,Berlin,Germany,VIE,Vienna International Airport,Vienna,Austria,320 319 321,UK-871
SpiceJet,VAR,Varna Airport,Varna,Bulgaria,VIE,Vienna International Airport,Vienna,Austria,320 100 F70,SG-8903
Air_India,VCE,Venice Marco Polo Airport,Venice,Italy,VIE,Vienna International Airport,Vienna,Austria,DH4,AI-479
Vistara,VIE,Vienna International Airport,Vienna,Austria,AMM,Queen Alia International Airport,Amman,Jordan,320 319,UK-811
Vistara,VIE,Vienna International Airport,Vienna,Austria,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,319 F70 100 320,UK-811
Air_India,VIE,Vienna International Airport,Vienna,Austria,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,100 319 320,AI-485
Air_India,VIE,Vienna International Airport,Vienna,Austria,ATH,Eleftherios Venizelos International Airport,Athens,Greece,321 320,AI-839
Air_India,VIE,Vienna International Airport,Vienna,Austria,AYT,Antalya International Airport,Antalya,Turkey,320 319,AI-544
Air_India,VIE,Vienna International Airport,Vienna,Austria,BCN,Barcelona International Airport,Barcelona,Spain,321 320,AI-542
Air_India,VIE,Vienna International Airport,Vienna,Austria,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,F70 319 DH4 100 320,AI-537
Indigo,VIE,Vienna International Airport,Vienna,Austria,BKK,Suvarnabhumi Airport,Bangkok,Thailand,772,6E-2329
Indigo,VIE,Vienna International Airport,Vienna,Austria,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,F70 DH4 100,6E-2089
AirAsia,VIE,Vienna International Airport,Vienna,Austria,BRU,Brussels Airport,Brussels,Belgium,320 319 F70,I5-711
AirAsia,VIE,Vienna International Airport,Vienna,Austria,BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,DH4,I5-747
AirAsia,VIE,Vienna International Airport,Vienna,Austria,BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,DH4 100 F70,I5-740
Air_India,VIE,Vienna International Airport,Vienna,Austria,CAI,Cairo International Airport,Cairo,Egypt,319 738 E70,AI-764
AirAsia,VIE,Vienna International Airport,Vienna,Austria,CDG,Charles de Gaulle International Airport,Paris,France,321 320 318,I5-721
AirAsia,VIE,Vienna International Airport,Vienna,Austria,CGN,Cologne Bonn Airport,Cologne,Germany,100 319 F70 320,I5-747
Air_India,VIE,Vienna International Airport,Vienna,Austria,CHQ,Chania International Airport,Chania,Greece,320,AI-762
Air_India,VIE,Vienna International Airport,Vienna,Austria,CLJ,Cluj-Napoca International Airport,Cluj-napoca,Romania,AT5,AI-401
Air_India,VIE,Vienna International Airport,Vienna,Austria,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,320 100 319,AI-767
AirAsia,VIE,Vienna International Airport,Vienna,Austria,CTA,Catania-Fontanarossa Airport,Catania,Italy,320 100,I5-829
Vistara,VIE,Vienna International Airport,Vienna,Austria,DBV,Dubrovnik Airport,Dubrovnik,Croatia,321 319 320,UK-727
Vistara,VIE,Vienna International Airport,Vienna,Austria,DEL,Indira Gandhi International Airport,Delhi,India,767 763,UK-747
SpiceJet,VIE,Vienna International Airport,Vienna,Austria,DLM,Dalaman International Airport,Dalaman,Turkey,100,SG-480
SpiceJet,VIE,Vienna International Airport,Vienna,Austria,DME,Domodedovo International Airport,Moscow,Russia,320,SG-8721
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,DNK,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,F70 100,G8-101
Indigo,VIE,Vienna International Airport,Vienna,Austria,DUS,Düsseldorf Airport,Duesseldorf,Germany,320 319 321 100 CR9,6E-755
Indigo,VIE,Vienna International Airport,Vienna,Austria,DXB,Dubai International Airport,Dubai,United Arab Emirates,763,6E-483
Indigo,VIE,Vienna International Airport,Vienna,Austria,EBL,Erbil International Airport,Erbil,Iraq,319,6E-912
AirAsia,VIE,Vienna International Airport,Vienna,Austria,EVN,Zvartnots International Airport,Yerevan,Armenia,320 321,I5-548
AirAsia,VIE,Vienna International Airport,Vienna,Austria,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,320 100 319,I5-550
SpiceJet,VIE,Vienna International Airport,Vienna,Austria,FLR,Peretola Airport,Florence,Italy,DH4 F70,SG-1074
SpiceJet,VIE,Vienna International Airport,Vienna,Austria,FNC,Madeira Airport,Funchal,Portugal,321,SG-8263
SpiceJet,VIE,Vienna International Airport,Vienna,Austria,FRA,Frankfurt am Main Airport,Frankfurt,Germany,321 320 319,SG-1072
SpiceJet,VIE,Vienna International Airport,Vienna,Austria,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,319 100 F70,SG-8253
Indigo,VIE,Vienna International Airport,Vienna,Austria,GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,319,6E-761
Indigo,VIE,Vienna International Airport,Vienna,Austria,HAJ,Hannover Airport,Hannover,Germany,319,6E-2043
Indigo,VIE,Vienna International Airport,Vienna,Austria,HAM,Hamburg Airport,Hamburg,Germany,320 319 321 CRJ,6E-5336
Indigo,VIE,Vienna International Airport,Vienna,Austria,HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,320,6E-2513
Indigo,VIE,Vienna International Airport,Vienna,Austria,HRG,Hurghada International Airport,Hurghada,Egypt,319,6.00E-282
Indigo,VIE,Vienna International Airport,Vienna,Austria,HRK,Kharkiv International Airport,Kharkov,Ukraine,F70,6E-2517
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,IAD,Washington Dulles International Airport,Washington,United States,763,G8-1404
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,IAS,Iaşi Airport,Iasi,Romania,DH4,G8-103
Air_India,VIE,Vienna International Airport,Vienna,Austria,IKA,Imam Khomeini International Airport,Tehran,Iran,319 320,AI-415
Air_India,VIE,Vienna International Airport,Vienna,Austria,IST,Atatürk International Airport,Istanbul,Turkey,320 100 319,AI-889
Air_India,VIE,Vienna International Airport,Vienna,Austria,JFK,John F Kennedy International Airport,New York,United States,772,AI-889
Indigo,VIE,Vienna International Airport,Vienna,Austria,JTR,Santorini Airport,Thira,Greece,F70,6E-2367
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,KBP,Boryspil International Airport,Kiev,Ukraine,F70 100 E90 73G 735,G8-145
SpiceJet,VIE,Vienna International Airport,Vienna,Austria,KIV,Chişinău International Airport,Chisinau,Moldova,100 DH4 F70,SG-8152
SpiceJet,VIE,Vienna International Airport,Vienna,Austria,KRK,Kraków John Paul II International Airport,Krakow,Poland,F70 DH4,SG-8152
Vistara,VIE,Vienna International Airport,Vienna,Austria,KRR,Krasnodar Pashkovsky International Airport,Krasnodar,Russia,100 F70 319,UK-707
Vistara,VIE,Vienna International Airport,Vienna,Austria,KSC,Košice Airport,Kosice,Slovakia,DH4 100 F70,UK-737
AirAsia,VIE,Vienna International Airport,Vienna,Austria,LCA,Larnaca International Airport,Larnaca,Cyprus,321 320,I5-1529
AirAsia,VIE,Vienna International Airport,Vienna,Austria,LED,Pulkovo Airport,St. Petersburg,Russia,100 F70,I5-1529
AirAsia,VIE,Vienna International Airport,Vienna,Austria,LEJ,Leipzig/Halle Airport,Leipzig,Germany,DH4,I5-768
AirAsia,VIE,Vienna International Airport,Vienna,Austria,LHR,London Heathrow Airport,London,United Kingdom,320 321,I5-784
Air_India,VIE,Vienna International Airport,Vienna,Austria,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,320 319,AI-441
Air_India,VIE,Vienna International Airport,Vienna,Austria,LJU,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,CR9 CR2,AI-473
Indigo,VIE,Vienna International Airport,Vienna,Austria,LPA,Gran Canaria Airport,Gran Canaria,Spain,320,6E-2001
Air_India,VIE,Vienna International Airport,Vienna,Austria,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,DH4,AI-409
Air_India,VIE,Vienna International Airport,Vienna,Austria,LWO,Lviv International Airport,Lvov,Ukraine,DH4,AI-409
Air_India,VIE,Vienna International Airport,Vienna,Austria,LYS,Lyon Saint-Exupéry Airport,Lyon,France,DH4 F70,AI-839
Air_India,VIE,Vienna International Airport,Vienna,Austria,MLA,Malta International Airport,Malta,Malta,319 320,AI-544
Air_India,VIE,Vienna International Airport,Vienna,Austria,MSQ,Minsk National Airport,Minsk 2,Belarus,100 F70 320 319 321,AI-542
Air_India,VIE,Vienna International Airport,Vienna,Austria,MUC,Munich Airport,Munich,Germany,320 E95 319 100 CR9 F70,AI-560
Air_India,VIE,Vienna International Airport,Vienna,Austria,MXP,Malpensa International Airport,Milano,Italy,319 320 100,AI-636
Air_India,VIE,Vienna International Airport,Vienna,Austria,NAP,Naples International Airport,Naples,Italy,321,AI-678
Air_India,VIE,Vienna International Airport,Vienna,Austria,NCE,Nice-Côte d'Azur Airport,Nice,France,320 DH4 F70 100 321,AI-441
Air_India,VIE,Vienna International Airport,Vienna,Austria,NRT,Narita International Airport,Tokyo,Japan,772,AI-665
Air_India,VIE,Vienna International Airport,Vienna,Austria,ODS,Odessa International Airport,Odessa,Ukraine,E90,AI-887
Air_India,VIE,Vienna International Airport,Vienna,Austria,OLB,Olbia Costa Smeralda Airport,Olbia,Italy,320,AI-636
Air_India,VIE,Vienna International Airport,Vienna,Austria,ORD,Chicago O'Hare International Airport,Chicago,United States,763,AI-441
Air_India,VIE,Vienna International Airport,Vienna,Austria,OSL,Oslo Lufthavn,Oslo,Norway,100 F70,AI-636
Air_India,VIE,Vienna International Airport,Vienna,Austria,OTP,Henri Coandă International Airport,Bucharest,Romania,320 319 100 321,AI-678
Air_India,VIE,Vienna International Airport,Vienna,Austria,PEK,Beijing Capital International Airport,Beijing,China,763 767,AI-665
Air_India,VIE,Vienna International Airport,Vienna,Austria,PMI,Palma De Mallorca Airport,Palma de Mallorca,Spain,319,AI-887
AirAsia,VIE,Vienna International Airport,Vienna,Austria,PMO,Falcone–Borsellino Airport,Palermo,Italy,F70,I5-740
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,PRG,Václav Havel Airport Prague,Prague,Czech Republic,100 DH4 F70,G8-153
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,PRN,Priština International Airport,Pristina,Serbia,319 100,G8-423
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,RHO,Diagoras Airport,Rhodos,Greece,320,G8-7535
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,RIX,Riga International Airport,Riga,Latvia,73C 735 DH4,G8-7534
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,ROV,Platov International Airport,Rostov,Russia,F70 100,G8-392
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,SBZ,Sibiu International Airport,Sibiu,Romania,DH4,G8-354
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,320 100 319,G8-336
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,SKG,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,320 100,G8-7533
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,SKP,Skopje Alexander the Great Airport,Skopje,Macedonia,320 100 319,G8-113
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,SOF,Sofia Airport,Sofia,Bulgaria,100 320 321 319 F70,G8-330
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,SPU,Split Airport,Split,Croatia,DH4 320 319,G8-275
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,STR,Stuttgart Airport,Stuttgart,Germany,100 319 F70 320 DH4 CRJ,G8-346
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,SUF,Lamezia Terme Airport,Lamezia,Italy,320,G8-323
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,TBS,Tbilisi International Airport,Tbilisi,Georgia,735,G8-713
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,TFS,Tenerife South Airport,Tenerife,Spain,320,G8-338
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,TGD,Podgorica Airport,Podgorica,Montenegro,100 DH4,G8-171
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,TIA,Tirana International Airport Mother Teresa,Tirana,Albania,320 100,G8-7535
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,TLV,Ben Gurion International Airport,Tel-aviv,Israel,321,G8-2513
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,TSE,Astana International Airport,Tselinograd,Kazakhstan,320,G8-334
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,TXL,Berlin-Tegel Airport,Berlin,Germany,320 319 321,G8-7534
GO_FIRST,VIE,Vienna International Airport,Vienna,Austria,VAR,Varna Airport,Varna,Bulgaria,320 100 F70,G8-717
Indigo,VIE,Vienna International Airport,Vienna,Austria,VCE,Venice Marco Polo Airport,Venice,Italy,DH4,6E-2181
Indigo,VIE,Vienna International Airport,Vienna,Austria,VKO,Vnukovo International Airport,Moscow,Russia,735,6E-6195
Indigo,VIE,Vienna International Airport,Vienna,Austria,VNO,Vilnius International Airport,Vilnius,Lithuania,100 F70,6E-2083
Indigo,VIE,Vienna International Airport,Vienna,Austria,WAW,Warsaw Chopin Airport,Warsaw,Poland,F70 E95 100 DH4 E75,6E-2181
Indigo,VIE,Vienna International Airport,Vienna,Austria,YYZ,Lester B. Pearson International Airport,Toronto,Canada,767,6E-2615
Indigo,VIE,Vienna International Airport,Vienna,Austria,ZAG,Zagreb Airport,Zagreb,Croatia,DH4 F70 100,6.00E-181
Indigo,VIE,Vienna International Airport,Vienna,Austria,ZRH,Zürich Airport,Zurich,Switzerland,320 32A 319 321 AR1,6E-6205
Indigo,VKO,Vnukovo International Airport,Moscow,Russia,VIE,Vienna International Airport,Vienna,Austria,735,6E-2331
Indigo,VNO,Vilnius International Airport,Vilnius,Lithuania,VIE,Vienna International Airport,Vienna,Austria,100 F70,6E-2148
Indigo,WAW,Warsaw Chopin Airport,Warsaw,Poland,VIE,Vienna International Airport,Vienna,Austria,E95 F70 100 DH4 E75,6.00E-171
Indigo,YYZ,Lester B. Pearson International Airport,Toronto,Canada,VIE,Vienna International Airport,Vienna,Austria,767,6E-2148
Indigo,ZAG,Zagreb Airport,Zagreb,Croatia,VIE,Vienna International Airport,Vienna,Austria,DH4 F70 100,6E-2181
Indigo,ZRH,Zürich Airport,Zurich,Switzerland,VIE,Vienna International Airport,Vienna,Austria,32A 320 319 321 AR1,6E-889
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DBV,Dubrovnik Airport,Dubrovnik,Croatia,319,AI-895
Air_India,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ZAG,Zagreb Airport,Zagreb,Croatia,319 320,AI-868
Air_India,ATH,Eleftherios Venizelos International Airport,Athens,Greece,DBV,Dubrovnik Airport,Dubrovnik,Croatia,DH4 319,AI-805
Air_India,ATH,Eleftherios Venizelos International Airport,Athens,Greece,SPU,Split Airport,Split,Croatia,319,AI-865
Air_India,BCN,Barcelona International Airport,Barcelona,Spain,ZAG,Zagreb Airport,Zagreb,Croatia,319,AI-624
Air_India,BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,SPU,Split Airport,Split,Croatia,DH4,AI-868
Air_India,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,319,AI-805
Air_India,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,ZAG,Zagreb Airport,Zagreb,Croatia,319 320,AI-624
Air_India,BRU,Brussels Airport,Brussels,Belgium,ZAG,Zagreb Airport,Zagreb,Croatia,DH4,AI-868
Air_India,CDG,Charles de Gaulle International Airport,Paris,France,DBV,Dubrovnik Airport,Dubrovnik,Croatia,319,AI-865
SpiceJet,CDG,Charles de Gaulle International Airport,Paris,France,SPU,Split Airport,Split,Croatia,319 320,SG-2976
Indigo,CDG,Charles de Gaulle International Airport,Paris,France,ZAG,Zagreb Airport,Zagreb,Croatia,319 320,6E-398
GO_FIRST,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,ZAG,Zagreb Airport,Zagreb,Croatia,319 DH4,G8-338
GO_FIRST,DBV,Dubrovnik Airport,Dubrovnik,Croatia,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,319,G8-334
GO_FIRST,DBV,Dubrovnik Airport,Dubrovnik,Croatia,ATH,Eleftherios Venizelos International Airport,Athens,Greece,DH4 319,G8-530
GO_FIRST,DBV,Dubrovnik Airport,Dubrovnik,Croatia,CDG,Charles de Gaulle International Airport,Paris,France,319,G8-2501
Indigo,DBV,Dubrovnik Airport,Dubrovnik,Croatia,DUS,Düsseldorf Airport,Duesseldorf,Germany,319,6E-5031
Indigo,DBV,Dubrovnik Airport,Dubrovnik,Croatia,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,DH4,6E-2031
Indigo,DBV,Dubrovnik Airport,Dubrovnik,Croatia,FRA,Frankfurt am Main Airport,Frankfurt,Germany,319 320,6.00E-171
AirAsia,DBV,Dubrovnik Airport,Dubrovnik,Croatia,MUC,Munich Airport,Munich,Germany,319 E95 320,I5-1529
AirAsia,DBV,Dubrovnik Airport,Dubrovnik,Croatia,TXL,Berlin-Tegel Airport,Berlin,Germany,319,I5-740
AirAsia,DBV,Dubrovnik Airport,Dubrovnik,Croatia,VCE,Venice Marco Polo Airport,Venice,Italy,DH4,I5-784
GO_FIRST,DBV,Dubrovnik Airport,Dubrovnik,Croatia,VIE,Vienna International Airport,Vienna,Austria,321 319 320,G8-422
Vistara,DBV,Dubrovnik Airport,Dubrovnik,Croatia,ZRH,Zürich Airport,Zurich,Switzerland,DH4,UK-981
Vistara,DUS,Düsseldorf Airport,Duesseldorf,Germany,DBV,Dubrovnik Airport,Dubrovnik,Croatia,319,UK-953
Vistara,DUS,Düsseldorf Airport,Duesseldorf,Germany,SPU,Split Airport,Split,Croatia,319,UK-985
Vistara,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,DBV,Dubrovnik Airport,Dubrovnik,Croatia,DH4,UK-941
